0000-2-2977-02,생활한문,교선,김지현,화,5 ,목,6 
0000-2-2977-03,생활한문,교선,김지현,화,6 ,목,5 
0000-2-2977-04,생활한문,교선,권민정,월,4 ,수,3 
0000-2-2977-05,생활한문,교선,김기종,금,"3,4",,
0000-2-2977-06,생활한문,교선,여기현,화,2 ,목,1 
0000-2-2977-07,생활한문,교선,이철희,월,"5,6",,
0000-2-6021-01,한국어표현연습,교선,박성현,화,5 ,목,6 
0000-1-5899-01,과학기술윤리,교선,박지희,화,"7,8,9",,
0000-1-5899-02,과학기술윤리,교선,이재유,화,3 ,목,4 
0000-1-5899-03,과학기술윤리,교선,이재유,화,4 ,목,3 
0000-1-0221-01,과학철학의이해,교선,박신화,월,1 ,수,2 
0000-1-0221-02,과학철학의이해,교선,박신화,월,2 ,수,1 
0000-1-3925-01,나의역사,교선,김희교,화,2 ,목,1 
0000-1-8085-01,논리적으로사고하기,교선,김정환,월,"3,4",,
0000-1-8085-02,논리적으로사고하기,교선,박지희,수,"7,8,9",,
0000-1-8085-03,논리적으로사고하기,교선,이지,화,"5,6",,
0000-1-5224-01,동서양신화읽기와변용,교선,고경주,수,"1,2",,
0000-1-3919-01,동양의역사,교선,석미자,목,"7,8,9",,
0000-1-4390-01,문학과영화의만남,교선,정영호,금,"3,4",,
0000-1-5659-01,세계화시대의역사보기,교선,김동찬,월,"7,8,9",,
0000-1-5660-01,유럽의과거와현재,교선,여금미,화,1 ,목,2 
0000-1-2959-01,인간존재의이해,교선,이승준,금,"1,2",,
0000-1-2959-02,인간존재의이해,교선,이지영,수,"7,8,9",,
0000-1-5661-01,인문교양세미나,교선,김정권,목,"7,8,9",,
0000-1-5661-02,인문교양세미나,교선,조정우,월,"3,4",,
0000-1-1794-01,한국문화사,교선,김인호,월,1 ,수,2 
0000-1-5655-01,현대사회와윤리,교선,김상원,화,"7,8,9",,
0000-2-7723-01,공감적소통연구,교선,박지희,금,"3,4",,
0000-2-8123-01,과학기술시대의생명과신체,교선,도승연,화,"7,8,9",,
0000-2-5662-01,동북아근현대사,교선,정애영,화,"3,4",,
0000-2-3937-01,동아시아국제관계사,교선,허부문,수,"5,6",,
0000-2-4050-01,동아시아문학과사회,교선,김일환,화,"5,6",,
0000-2-5368-01,미국의과거와현재,교선,홍종규,금,"1,2",,
0000-2-7727-01,미디어로읽는영어의역사,교선,노진서,월,5 ,수,6 
0000-2-6133-01,세계도시문명사,교선,이향아,월,"3,4",,
0000-2-6018-01,인물로본동양사,교선,김희교,목,"5,6",,
0000-2-5663-01,인물로본한국사,교선,윤성재,화,"1,2",,
0000-2-7726-01,자아의이해와문학치료,교선,도기숙,화,"5,6",,
0000-2-2038-01,종교와문화,교선,박정우,월,3 ,수,4 
0000-2-3932-01,한국근현대사,교선,조정우,수,"3,4",,
0000-2-3932-02,한국근현대사,교선,김정권,화,5 ,목,6 
0000-2-3944-01,한국명작의이해,교선,이현승,금,"1,2",,
0000-3-5658-01,뉴미디어와이미지의활용,교선,서세림,금,"3,4",,
0000-3-6517-01,르네상스문화와과학,교선,차승현,월,"1,2",,
0000-3-8122-01,문예작품으로읽는서양문명사,교선,노진서,화,3 ,목,4 
0000-3-8582-01,역사속의수학,교선,김인호,월,3 ,수,4 
0000-3-6516-01,우리시대의삶과문학,교선,김미정,목,"1,2",,
0000-3-3924-01,자본주의역사,교선,김동혁,목,"1,2",,
0000-3-5665-01,한국과학기술문명사,교선,김인호,월,2 ,수,1 
0000-3-1879-01,현대사상의이해,교선,도승연,화,4 ,목,3 
0000-4-7459-01,과학기술의멀티미디어적상상력,교선,도승연,금,"3,4",,
0000-1-8583-01,글로벌시대의쟁점과현안,교선,김하영,화,"5,6",,
0000-1-8583-02,글로벌시대의쟁점과현안,교선,김하영,월,"1,2",,
0000-1-5901-01,기술경영과마케팅,교선,김찬모,금,"5,6",,
0000-1-5901-02,기술경영과마케팅,교선,이병희,목,"5,6",,
0000-1-0670-01,법과생활,교선,윤진아,화,"3,4",,
0000-1-0670-02,법과생활,교선,박세창,수,"5,6",,
0000-1-0670-03,법과생활,교선,길용원,화,"5,6",,
0000-1-0670-04,법과생활,교선,성준호,목,"5,6",,
0000-1-4282-01,사회과학교양세미나,교선,김일식,화,"1,2",,
0000-1-4282-02,사회과학교양세미나,교선,김백영,화,"5,6",,
0000-1-4282-03,사회과학교양세미나,교선,하마처,목,"3,4",,
0000-1-4061-01,사회봉사2,교선,이대희,토,"5,6",,
0000-1-3948-01,사회학의이해,교선,황현일,수,"3,4",,
0000-1-3948-02,사회학의이해,교선,박치현,목,"3,4",,
0000-1-0806-01,생활속의경제,교선,정행득,수,"5,6",,
0000-1-0806-02,생활속의경제,교선,황일영,금,"3,4",,
0000-1-0806-03,생활속의경제,교선,김일식,화,"7,8,9",,
0000-1-4638-01,생활속의회계와세무,교선,이수욱,월,6 ,수,5 
0000-1-3928-01,성과심리학,교선,이정은,월,"1,2",,
0000-1-3928-02,성과심리학,교선,김종대,월,5 ,수,6 
0000-1-3363-01,세계경제의이해,교선,김일식,월,1 ,수,2 
0000-1-4280-01,시장경제의이해,교선,송영출,금,"5,6",,
0000-1-2982-01,인간심리의이해,교선,안은미,금,"5,6",,
0000-1-2982-02,인간심리의이해,교선,성충모,화,"1,2",,
0000-1-2982-03,인간심리의이해,교선,이국희,월,"7,8,9",,
0000-1-5667-01,정치와현대사회,교선,이인원,금,"5,6",,
0000-1-5667-02,정치와현대사회,교선,최민석,금,"7,8,9",,
0000-1-5908-01,지적재산권과특허,교선,강기봉,금,"3,4",,
0000-1-8832-01,창업사,교선,김정권,월,"3,4",,
0000-1-4723-01,커뮤니케이션입문,교선,주동황,화,"3,4",,
0000-1-4723-02,커뮤니케이션입문,교선,주동황,수,"3,4",,
0000-2-8586-01,21세기동아시아사회의이해,교선,조정우,월,"5,6",,
0000-2-8586-02,21세기동아시아사회의이해,교선,주윤정,목,"3,4",,
0000-2-2981-01,국가와행정,교선,이대희,목,"5,6",,
0000-2-2981-02,국가와행정,교선,서승현,화,"3,4",,
0000-2-2987-01,기업과경영,교선,조규진,금,"5,6",,
0000-2-3730-01,매스컴과현대사회,교선,레이몬드,월,4 ,수,3 
0000-2-3730-02,매스컴과현대사회,교선,이현지,화,"5,6",,
0000-2-5668-01,미국과동북아관계,교선,류경아,금,"3,4",,
0000-2-5668-02,미국과동북아관계,교선,,화,"3,4",,
0000-2-6137-01,범죄와사회,교선,이종화,월,"3,4",,
0000-2-2988-01,법과경제,교선,이기원,금,"3,4",,
0000-2-2988-02,법과경제,교선,박민지,목,"5,6",,
0000-2-2988-03,법과경제,교선,한재경,월,1 ,수,2 
0000-2-3645-01,법과정치,교선,전민규,월,"1,2",,
0000-2-8124-01,법논리학,교선,이춘원,금,"1,2",,
0000-2-5092-01,서비스이론과비즈니스매너,교선,송미애,수,"1,2",,
0000-2-3008-01,조직과리더쉽,교선,손주영,월,3 ,수,4 
0000-2-3008-02,조직과리더쉽,교선,손주영,월,4 ,수,3 
0000-2-3008-03,조직과리더쉽,교선,양건모,화,"5,6",,
0000-2-3008-04,조직과리더쉽,교선,양건모,목,"5,6",,
0000-2-8585-01,지구적으로생각하고지역적으로실천하기,교선,황현일,수,"5,6",,
0000-2-8585-02,지구적으로생각하고지역적으로실천하기,교선,주윤정,목,"1,2",,
0000-2-5090-01,창업과경영,교선,김영주,월,"1,2",,
0000-2-5090-02,창업과경영,교선,김형수,금,"1,2",,
0000-2-5090-03,창업과경영,교선,김형수,금,"3,4",,
0000-2-8588-01,탈성장시대의사회와경제,교선,홍덕화,수,"5,6",,
0000-2-3950-01,현대사회와인권,교선,오창익,화,"1,2",,
0000-2-8587-01,현대한국사회의문제와해법,교선,김백영,화,3 ,목,4 
0000-2-8834-01,법과권리,교선,한재경,월,6 ,수,5 
0000-3-6136-01,경제신문읽기,교선,이은정,목,"3,4",,
0000-3-6136-02,경제신문읽기,교선,이은정,금,"5,6",,
0000-3-4717-01,금융생활의지혜,교선,송영출,,,,
0000-3-5671-01,북한사회의이해,교선,조철호,화,"5,6",,
0000-3-3946-01,여성과남성,교선,도기숙,,,,
0000-3-3946-02,여성과남성,교선,이정은,화,"1,2",,
0000-3-4735-01,자산투자및관리,교선,송향숙,수,"5,6",,
0000-3-4735-02,자산투자및관리,교선,송문섭,금,"5,6",,
0000-3-3240-01,취업전략,교선,김정권,월,"1,2",,
0000-3-3240-02,취업전략,교선,김정권,목,"3,4",,
0000-1-2665-01,기초중국어회화1,교선,성은리,월,5 ,수,6 
0000-1-2665-02,기초중국어회화1,교선,박현곤,월,2 ,수,1 
0000-1-4933-01,기초중국어회화2,교선,전보옥,화,1 ,목,2 
0000-1-4933-02,기초중국어회화2,교선,정소영,월,3 ,수,4 
0000-1-4933-03,기초중국어회화2,교선,곡효운,화,2 ,목,1 
0000-1-4933-04,기초중국어회화2,교선,이명숙,월,6 ,수,5 
0000-1-4933-05,기초중국어회화2,교선,김정인,화,3 ,목,4 
0000-1-4933-06,기초중국어회화2,교선,김정인,화,4 ,목,3 
0000-1-4933-07,기초중국어회화2,교선,김태경,월,5 ,수,6 
0000-1-4933-08,기초중국어회화2,교선,김태경,월,6 ,수,5 
0000-1-4933-09,기초중국어회화2,교선,조미원,월,"7,8,9",,
0000-1-3589-01,독일어1,교선,장진원,화,3 ,목,4 
0000-1-3693-01,독일어2,교선,장진원,화,4 ,목,3 
0000-1-6376-01,러시아어2,교선,덜거르마,금,"3,4",,
0000-1-3812-01,스페인어1,교선,신태식,금,"1,2",,
0000-1-6135-01,스페인어2,교선,남영우,월,5 ,수,6 
0000-1-5688-01,일본문화읽기,교선,권혁인,월,6 ,수,5 
0000-1-5688-02,일본문화읽기,교선,유양근,화,"3,4",,
0000-1-6524-01,일본어듣기와쓰기,교선,권혁인,월,5 ,수,6 
0000-1-6524-02,일본어듣기와쓰기,교선,권혁인,화,3 ,목,4 
0000-1-6525-01,중국어듣기와쓰기,교선,이명숙,월,4 ,수,3 
0000-1-8593-01,중국어입문,교선,이현선,화,5 ,목,6 
0000-1-8593-02,중국어입문,교선,조미원,월,5 ,수,6 
0000-1-3593-01,초급일본어1,교선,이승영,화,3 ,목,4 
0000-1-3593-02,초급일본어1,교선,이승영,화,4 ,목,3 
0000-1-3593-03,초급일본어1,교선,전유나,수,"1,2",,
0000-1-3593-04,초급일본어1,교선,김덕미,월,3 ,수,4 
